TIME(s);RPM(r/min);TPS(%);MAP(kPa);CLT(°C);IAT(°C);AOut(V);AccVoltage(V)
2353,43;790;0;18;98;33;0,00;15,22;
2353,49;790;0;17;98;33;0,00;15,22;
2353,52;816;0;17;98;33;0,00;15,22;
2353,55;816;0;18;98;33;0,00;15,22;
2353,58;816;0;18;98;33;0,00;15,22;
2353,62;816;0;19;98;33;0,00;15,22;
2353,65;840;0;17;98;33;0,00;15,22;
2353,71;840;0;18;98;33;0,00;15,22;
2353,73;840;0;17;98;33;0,00;15,22;
2353,74;840;0;17;98;33;0,00;15,22;
2353,78;840;0;16;98;33;0,00;15,22;
2353,80;828;0;18;98;33;0,00;15,22;
2353,83;828;0;19;98;33;0,00;15,22;
2353,87;828;0;17;96;33;0,00;15,22;
2353,93;828;0;17;98;33;0,00;15,22;
2353,95;807;0;18;98;33;0,00;15,22;
2353,97;807;0;17;98;33;0,00;15,22;
2353,99;807;0;18;98;33;0,00;15,22;
2354,02;807;0;19;98;33;0,00;15,22;
2354,05;807;0;18;98;33;0,00;15,22;
2354,08;782;0;18;98;33;0,00;15,22;
2354,15;782;0;18;98;33;0,00;15,22;
2354,16;782;0;19;98;33;0,00;15,22;
2354,18;782;0;19;98;33;0,00;15,22;
2354,21;782;0;19;98;33;0,00;15,22;
2354,24;782;0;18;96;33;0,00;15,22;
2354,27;762;0;18;98;33;0,00;15,22;
2354,30;762;0;20;98;33;0,00;15,22;
2354,36;762;0;18;98;33;0,00;15,22;
2354,38;762;0;21;98;33;0,00;15,22;
2354,40;787;0;18;98;33;0,00;15,22;
2354,43;787;0;18;98;33;0,00;15,22;
2354,46;787;0;18;100;33;0,00;15,22;
2354,49;787;0;17;98;33;0,00;15,22;
2354,53;829;0;19;98;33;0,00;15,22;
2354,58;829;0;18;98;33;0,00;15,22;
2354,59;829;0;19;98;33;0,00;15,22;
2354,62;829;0;19;98;33;0,00;15,22;
2354,65;829;0;17;98;33;0,00;15,22;
2354,68;870;0;17;98;33;0,00;15,22;
2354,71;870;0;16;98;33;0,00;15,22;
2354,74;870;0;16;98;33;0,00;15,22;
2354,80;870;0;17;96;33;0,00;15,22;
2354,81;870;0;17;98;33;0,00;15,22;
2354,83;849;0;17;98;33;0,00;15,22;
2354,87;849;0;19;98;33;0,00;15,22;
2354,90;849;0;17;98;33;0,00;15,22;
2354,93;849;0;17;98;33;0,00;15,22;
2354,96;806;0;19;98;33;0,00;15,22;
2355,01;806;0;17;98;33;0,00;15,22;
2355,04;806;0;19;98;33;0,00;15,22;
2355,05;806;0;18;98;33;0,00;15,22;
2355,08;806;0;18;98;33;0,00;15,22;
2355,12;806;0;18;98;33;0,00;15,22;
2355,15;758;0;19;98;33;0,00;15,22;
2355,18;758;0;18;98;33;0,00;15,22;
2355,23;758;0;20;98;33;0,00;15,22;
2355,25;758;0;18;98;33;0,00;15,22;
2355,28;758;0;18;98;33;0,00;15,22;
2355,30;768;0;19;98;33;0,00;15,22;
2355,33;768;0;19;98;33;0,00;15,22;
2355,37;768;0;19;98;33;0,00;15,22;
2355,40;768;0;18;96;33;0,00;15,22;
2355,46;786;0;18;98;33;0,00;15,22;
2355,49;786;0;19;98;33;0,00;15,22;
2355,52;786;0;19;98;33;0,00;15,22;
2355,55;786;0;20;98;33;0,00;15,22;
2355,58;833;0;19;98;33;0,00;15,22;
2355,62;833;0;17;98;33;0,00;15,22;
2355,68;833;0;17;98;33;0,00;15,22;
2355,72;833;0;17;98;33;0,00;15,22;
2355,74;855;0;17;98;33;0,00;15,22;
2355,77;855;0;17;98;33;0,00;15,22;
2355,80;855;0;17;98;33;0,00;15,22;
2355,83;843;0;17;98;33;0,00;15,22;
2355,89;843;0;16;98;33;0,00;15,22;
2355,92;843;0;17;98;33;0,00;15,22;
2355,93;843;0;16;98;33;0,00;15,22;
2355,96;843;0;18;98;33;0,00;15,22;
2355,99;843;0;17;98;33;0,00;15,22;
2356,03;803;0;18;98;33;0,00;15,22;
2356,05;803;0;18;98;33;0,00;15,22;
2356,11;803;0;18;98;33;0,00;15,22;
2356,12;803;0;17;98;33;0,00;15,22;
2356,15;803;0;18;98;33;0,00;15,22;
2356,18;765;0;20;98;33;0,00;15,22;
2356,21;765;0;18;98;33;0,00;15,22;
2356,24;765;0;18;98;33;0,00;15,22;
2356,27;765;0;22;98;33;0,00;15,22;
2356,33;765;0;20;98;33;0,00;15,22;
2356,35;756;0;22;98;33;0,00;15,22;
2356,36;756;0;22;98;33;0,00;15,22;
2356,40;756;0;21;98;33;0,00;15,22;
2356,43;756;0;22;98;33;0,00;15,22;
2356,46;756;0;23;98;33;0,00;15,22;
2356,49;814;0;26;98;33;0,00;15,22;
2356,55;814;0;23;98;33;0,00;15,22;
2356,57;814;0;23;98;33;0,00;15,22;
2356,59;814;0;25;98;33;0,00;15,29;
2356,61;942;0;23;98;33;0,00;15,29;
2356,65;942;0;23;96;33;0,00;15,29;
2356,68;942;0;22;98;33;0,00;15,29;
2356,71;1059;0;23;98;33;0,00;15,29;
2356,78;1059;0;21;98;33;0,00;15,29;
2356,80;1059;0;22;98;33;0,00;15,29;
2356,84;1170;0;20;98;33;0,00;15,29;
2356,86;1170;0;18;98;33;0,00;15,29;
2356,90;1170;0;20;98;33;0,00;15,29;
2356,93;1270;0;19;98;33;0,00;15,29;
2357,00;1270;0;17;98;33;0,00;15,29;
2357,02;1357;0;16;98;33;0,00;15,29;
2357,05;1357;0;17;98;33;0,00;15,29;
2357,08;1403;0;16;98;33;0,00;15,29;
2357,12;1403;0;16;98;33;0,00;15,29;
2357,15;1398;0;15;96;33;0,00;15,29;
2357,20;1398;0;15;98;33;0,00;15,29;
2357,23;1398;0;14;96;33;0,00;15,29;
2357,24;1398;0;15;98;33;0,00;15,29;
2357,27;1380;0;16;98;33;0,00;15,29;
2357,30;1380;0;15;98;33;0,00;15,29;
2357,33;1380;0;17;98;33;0,00;15,29;
2357,37;1358;0;16;98;33;0,00;15,29;
2357,43;1358;0;16;98;33;0,00;15,29;
2357,45;1333;0;15;98;33;0,00;15,29;
2357,47;1333;0;15;98;33;0,00;15,29;
2357,49;1333;0;16;98;33;0,00;15,22;
2357,53;1333;0;16;98;33;0,00;15,22;
2357,55;1305;0;15;98;33;0,00;15,22;
2357,58;1305;0;16;98;33;0,00;15,22;
2357,64;1270;0;16;98;33;0,00;15,22;
2357,66;1270;0;15;98;33;0,00;15,22;
2357,68;1270;0;16;98;33;0,00;15,22;
2357,71;1270;0;16;98;33;0,00;15,22;
2357,74;1242;0;16;98;33;0,00;15,22;
2357,77;1242;0;16;98;33;0,00;15,22;
2357,80;1216;0;17;98;33;0,00;15,22;
2357,86;1216;0;17;98;33;0,00;15,22;
2357,88;1216;0;16;98;33;0,00;15,22;
2357,90;1216;0;16;98;33;0,00;15,22;
2357,93;1199;0;18;98;33;0,00;15,22;
2357,96;1199;0;17;98;33;0,00;15,22;
2357,99;1199;0;16;98;33;0,00;15,22;
2358,02;1182;0;17;98;33;0,00;15,22;
2358,08;1182;0;18;98;33;0,00;15,22;
2358,09;1182;0;18;98;33;0,00;15,22;
2358,12;1182;0;17;96;33;0,00;15,22;
2358,15;1177;0;17;98;33;0,00;15,22;
2358,18;1177;0;18;98;33;0,00;15,22;
2358,21;1177;0;19;98;33;0,00;15,22;
2358,24;1174;0;18;98;33;0,00;15,22;
2358,30;1174;0;20;98;33;0,00;15,22;
2358,31;1174;0;17;98;33;0,00;15,22;
2358,33;1188;0;20;98;33;0,00;15,22;
2358,36;1188;0;18;98;33;0,00;15,22;
2358,40;1188;0;18;98;33;0,00;15,22;
2358,43;1238;0;19;98;33;0,00;15,22;
2358,46;1238;0;18;98;33;0,00;15,22;
2358,51;1238;0;18;96;33;0,00;15,22;
2358,54;1259;0;19;98;33;0,00;15,22;
2358,55;1259;0;17;98;33;0,00;15,22;
2358,58;1259;0;16;98;33;0,00;15,22;
2358,62;1258;0;16;98;33;0,00;15,22;
2358,65;1258;0;18;98;33;0,00;15,22;
2358,68;1255;0;16;98;33;0,00;15,22;
2358,74;1255;0;19;98;33;0,00;15,22;
2358,77;1255;0;17;98;33;0,00;15,22;
2358,80;1255;0;16;96;33;0,00;15,22;
2358,83;1250;0;17;98;33;0,00;15,22;
2358,87;1250;0;17;98;33;0,00;15,22;
2358,90;1237;0;17;98;33;0,00;15,22;
2358,96;1237;0;18;98;33;0,00;15,22;
2358,99;1237;0;17;98;33;0,00;15,22;
2359,03;1225;0;17;98;33;0,00;15,22;
2359,05;1225;0;17;98;33;0,00;15,22;
2359,08;1225;0;18;98;33;0,00;15,22;
2359,12;1213;0;16;98;33;0,00;15,22;
2359,17;1213;0;19;98;33;0,00;15,22;
2359,19;1213;0;18;98;33;0,00;15,22;
2359,21;1209;0;19;98;33;0,00;15,22;
2359,24;1209;0;16;98;33;0,00;15,22;
2359,27;1209;0;17;98;33;0,00;15,22;
2359,30;1201;0;18;98;33;0,00;15,22;
2359,33;1201;0;19;98;33;0,00;15,22;
2359,39;1201;0;18;98;33;0,00;15,22;
2359,42;1201;0;19;98;33;0,00;15,22;
2359,43;1201;0;19;98;33;0,00;15,22;
2359,46;1201;0;19;98;33;0,00;15,22;
2359,49;1201;0;17;98;33;0,00;15,22;
2359,52;1207;0;17;98;33;0,00;15,22;
2359,55;1207;0;18;98;33;0,00;15,22;
2359,61;1226;0;17;96;33;0,00;15,22;
2359,62;1226;0;17;98;33;0,00;15,22;
2359,65;1226;0;18;98;33;0,00;15,22;
2359,68;1226;0;18;98;33;0,00;15,22;
2359,71;1246;0;16;98;33;0,00;15,22;
2359,74;1246;0;17;98;33;0,00;15,22;
2359,77;1241;0;18;98;33;0,00;15,22;
2359,83;1241;0;19;98;33;0,00;15,22;
2359,85;1241;0;17;98;33;0,00;15,22;
2359,87;1241;0;18;98;33;0,00;15,22;
2359,90;1228;0;19;98;33;0,00;15,22;
2359,93;1228;0;17;98;33;0,00;15,22;
2359,96;1228;0;17;98;33;0,00;15,22;
2359,99;1216;0;17;98;33;0,00;15,22;
2360,06;1216;0;17;98;33;0,00;15,22;
2360,08;1212;0;17;98;33;0,00;15,22;
2360,11;1212;0;19;98;33;0,00;15,22;
2360,15;1212;0;18;98;33;0,00;15,22;
2360,18;1212;0;17;98;33;0,00;15,22;
2360,21;1212;0;18;98;33;0,00;15,22;
2360,28;1212;0;19;98;33;0,00;15,22;
2360,30;1207;0;17;98;33;0,00;15,22;
2360,33;1207;0;18;98;33;0,00;15,22;
2360,36;1207;0;19;98;33;0,00;15,22;
2360,40;1207;0;18;98;33;0,00;15,22;
2360,43;1207;0;17;98;33;0,00;15,22;
2360,49;1203;0;18;98;33;0,00;15,22;
2360,53;1203;0;17;98;33;0,00;15,22;
2360,55;1203;0;18;98;33;0,00;15,22;
2360,58;1202;0;18;98;33;0,00;15,22;
2360,61;1202;0;19;98;33;0,00;15,22;
2360,65;1231;0;17;101;33;0,00;15,22;
2360,71;1231;0;16;98;33;0,00;15,22;
2360,73;1231;0;18;98;33;0,00;15,22;
2360,74;1231;0;18;98;33;0,00;15,22;
2360,77;1252;0;16;98;33;0,00;15,22;
2360,80;1252;0;17;98;33;0,00;15,22;
2360,83;1252;0;18;98;33;0,00;15,22;
2360,86;1249;0;17;98;33;0,00;15,22;
2360,92;1249;0;17;98;33;0,00;15,22;
2360,94;1249;0;18;98;33;0,00;15,22;
2360,96;1249;0;17;98;33;0,00;15,22;
2360,99;1234;0;16;98;33;0,00;15,22;
2361,02;1234;0;20;98;33;0,00;15,22;
2361,05;1234;0;18;98;33;0,00;15,22;
2361,08;1237;0;17;98;33;0,00;15,22;
2361,14;1237;0;17;98;33;0,00;15,22;
2361,16;1237;0;18;98;33;0,00;15,22;
2361,18;1221;0;17;98;33;0,00;15,22;
2361,21;1221;0;17;98;33;0,00;15,22;
2361,24;1221;0;20;98;33;0,00;15,22;
2361,27;1208;0;18;98;33;0,00;15,22;
2361,30;1208;0;17;98;33;0,00;15,22;
2361,36;1208;0;17;98;33;0,00;15,22;
2361,38;1208;0;19;98;33;0,00;15,22;
2361,40;1208;0;18;98;33;0,00;15,22;
2361,43;1208;0;17;98;33;0,00;15,22;
2361,46;1212;0;17;98;33;0,00;15,22;
2361,49;1212;0;19;98;33;0,00;15,22;
2361,52;1220;0;17;98;33;0,00;15,22;
2361,59;1220;0;17;98;33;0,00;15,22;
2361,61;1220;0;18;98;33;0,00;15,22;
2361,65;1220;0;17;98;33;0,00;15,22;
2361,68;1230;0;17;98;33;0,00;15,22;
2361,71;1230;0;18;98;33;0,00;15,22;
2361,74;1229;0;17;98;33;0,00;15,22;
2361,80;1229;0;19;98;33;0,00;15,22;
2361,81;1229;0;16;98;33;0,00;15,22;
2361,83;1229;0;20;98;33;0,00;15,22;
2361,86;1223;0;17;98;33;0,00;15,22;
2361,90;1223;0;17;98;33;0,00;15,22;
2361,93;1223;0;17;98;33;0,00;15,22;
2361,96;1208;0;18;98;33;0,00;15,22;
2362,02;1208;0;19;98;33;0,00;15,22;
2362,04;1208;0;17;98;33;0,00;15,22;
2362,05;1201;0;17;98;33;0,00;15,22;
2362,08;1201;0;20;98;33;0,00;15,22;
2362,11;1201;0;18;98;33;0,00;15,22;
2362,14;1200;0;17;96;33;0,00;15,22;
2362,18;1200;0;18;100;33;0,00;15,22;
2362,24;1200;0;17;98;33;0,00;15,22;
2362,27;1208;0;17;98;33;0,00;15,22;
2362,30;1208;0;18;96;33;0,00;15,22;
2362,33;1208;0;18;98;33;0,00;15,22;
2362,36;1219;0;17;98;33;0,00;15,22;
2362,40;1219;0;19;98;33;0,00;15,22;
2362,46;1223;0;17;98;33;0,00;15,22;
2362,49;1223;0;17;98;33;0,00;15,22;
2362,52;1223;0;16;98;33;0,00;15,22;
2362,55;1229;0;19;98;33;0,00;15,22;
2362,58;1229;0;16;98;33;0,00;15,22;
2362,62;1227;0;17;98;33;0,00;15,22;
2362,67;1227;0;16;98;33;0,00;15,22;
2362,70;1227;0;18;98;33;0,00;15,22;
2362,71;1227;0;16;98;33;0,00;15,22;
2362,74;1219;0;18;98;33;0,00;15,22;
2362,77;1219;0;18;98;33;0,00;15,22;
2362,80;1219;0;18;98;33;0,00;15,22;
2362,83;1203;0;17;98;33;0,00;15,22;
2362,89;1203;0;17;98;33;0,00;15,22;
2362,92;1203;0;19;98;33;0,00;15,22;
2362,93;1203;0;17;98;33;0,00;15,22;
2362,96;1193;0;17;98;33;0,00;15,22;
2362,99;1193;0;18;98;33;0,00;15,22;
2363,02;1193;0;19;98;33;0,00;15,22;
2363,05;1189;0;18;98;33;0,00;15,22;
2363,11;1189;0;18;98;33;0,00;15,22;
2363,13;1189;0;17;98;33;0,00;15,22;
2363,15;1205;0;18;98;33;0,00;15,22;
2363,18;1205;0;17;98;33;0,00;15,22;
2363,21;1205;0;17;98;33;0,00;15,22;
2363,24;1226;0;17;98;33;0,00;15,22;
2363,27;1226;0;18;98;33;0,00;15,22;
2363,33;1226;0;19;98;33;0,00;15,22;
2363,35;1228;0;17;98;33;0,00;15,22;
2363,37;1228;0;19;98;33;0,00;15,22;
2363,40;1228;0;18;98;33;0,00;15,22;
2363,43;1228;0;17;98;33;0,00;15,22;
2363,46;1220;0;17;98;33;0,00;15,22;
2363,49;1220;0;17;98;33;0,00;15,22;
2363,56;1213;0;16;98;33;0,00;15,22;
2363,58;1213;0;17;98;33;0,00;15,22;
2363,61;1213;0;20;98;33;0,00;15,22;
2363,65;1207;0;18;98;33;0,00;15,22;
2363,68;1207;0;17;98;33;0,00;15,22;
2363,71;1198;0;18;98;33;0,00;15,22;
2363,78;1198;0;18;98;33;0,00;15,22;
2363,80;1198;0;17;98;33;0,00;15,22;
2363,83;1192;0;17;98;33;0,00;15,22;
2363,86;1192;0;19;98;33;0,00;15,22;
2363,89;1192;0;19;98;33;0,00;15,22;
2363,93;1193;0;19;98;33;0,00;15,22;
2364,00;1193;0;20;98;33;0,00;15,22;
2364,02;1193;0;19;98;33;0,00;15,22;
2364,05;1207;0;17;98;33;0,00;15,22;
2364,08;1207;0;17;98;33;0,00;15,22;
2364,11;1207;0;18;98;33;0,00;15,22;
2364,15;1224;0;16;98;33;0,00;15,22;
2364,21;1224;0;18;98;33;0,00;15,22;
2364,24;1222;0;18;98;33;0,00;15,22;
2364,27;1222;0;16;98;33;0,00;15,22;
2364,30;1222;0;17;98;33;0,00;15,22;
2364,33;1207;0;19;98;33;0,00;15,22;
2364,36;1207;0;17;98;33;0,00;15,22;
2364,43;1207;0;17;98;33;0,00;15,22;
2364,45;1195;0;19;98;33;0,00;15,22;
2364,47;1195;0;19;100;33;0,00;15,22;
2364,49;1195;0;19;98;33;0,00;15,22;
2364,52;1195;0;17;98;33;0,00;15,22;
2364,55;1205;0;16;98;33;0,00;15,22;
2364,58;1205;0;20;98;33;0,00;15,22;
2364,64;1227;0;17;98;33;0,00;15,22;
2364,66;1227;0;17;98;33;0,00;15,22;
2364,68;1227;0;20;98;33;0,00;15,22;
2364,71;1227;0;17;98;33;0,00;15,22;
2364,74;1247;0;16;98;33;0,00;15,22;
2364,77;1247;0;16;98;33;0,00;15,22;
2364,80;1244;0;16;98;33;0,00;15,22;
2364,87;1244;0;16;98;33;0,00;15,22;
2364,90;1244;0;16;98;33;0,00;15,22;
2364,93;1225;0;16;98;33;0,00;15,22;
2364,97;1225;0;17;98;33;0,00;15,22;
2364,99;1225;0;17;98;33;0,00;15,22;
2365,02;1214;0;19;96;33;0,00;15,22;
2365,08;1214;0;17;98;33;0,00;15,22;
2365,09;1214;0;17;98;33;0,00;15,22;
2365,11;1202;0;17;98;33;0,00;15,22;
2365,14;1202;0;19;98;33;0,00;15,22;
2365,18;1202;0;17;98;33;0,00;15,22;
2365,21;1202;0;17;98;33;0,00;15,22;
2365,24;1193;0;17;98;33;0,00;15,22;
2365,29;1193;0;17;98;33;0,00;15,22;
2365,32;1193;0;18;98;33;0,00;15,22;
2365,33;1196;0;17;98;33;0,00;15,22;
2365,36;1196;0;17;98;33;0,00;15,22;
2365,40;1196;0;19;98;33;0,00;15,22;
2365,43;1196;0;18;98;33;0,00;15,22;
2365,46;1196;0;17;98;33;0,00;15,22;
2365,52;1196;0;17;98;33;0,00;15,22;
2365,54;1217;0;19;98;33;0,00;15,22;
2365,56;1217;0;18;98;33;0,00;15,22;
2365,58;1217;0;16;98;33;0,00;15,22;
2365,61;1219;0;18;98;33;0,00;15,22;
2365,65;1219;0;19;98;33;0,00;15,22;
2365,68;1219;0;17;98;33;0,00;15,22;
2365,74;1208;0;17;98;33;0,00;15,22;
2365,76;1208;0;18;98;33;0,00;15,22;
2365,78;1208;0;19;98;33;0,00;15,22;
2365,80;1208;0;19;98;33;0,00;15,22;
2365,83;1193;0;17;98;33;0,00;15,22;
2365,86;1193;0;18;98;33;0,00;15,22;
2365,90;1199;0;19;98;33;0,00;15,22;
2365,96;1199;0;18;96;33;0,00;15,22;
2365,97;1199;0;17;98;33;0,00;15,22;
2365,99;1199;0;17;98;33;0,00;15,22;
2366,02;1213;0;20;96;33;0,00;15,22;
2366,05;1213;0;19;98;33;0,00;15,22;
2366,08;1213;0;17;98;33;0,00;15,22;
2366,11;1252;0;18;98;33;0,00;15,22;
2366,17;1252;0;19;98;33;0,00;15,22;
2366,19;1252;0;16;98;33;0,00;15,22;
2366,21;1265;0;19;98;33;0,00;15,22;
2366,24;1265;0;17;98;33;0,00;15,22;
2366,27;1265;0;16;98;33;0,00;15,22;
2366,30;1261;0;16;98;33;0,00;15,22;
2366,33;1261;0;16;98;33;0,00;15,22;
2366,39;1261;0;16;98;33;0,00;15,22;
2366,42;1252;0;17;98;33;0,00;15,22;
2366,43;1252;0;18;98;33;0,00;15,22;
2366,46;1248;0;18;98;33;0,00;15,22;
2366,63;1248;0;17;98;33;0,00;15,22;
2366,65;1248;0;17;98;33;0,00;15,22;
2366,68;1235;0;17;98;33;0,00;15,22;
2366,73;1235;0;18;98;33;0,00;15,22;
2366,75;1235;0;19;98;33;0,00;15,22;
2366,77;1235;0;16;98;33;0,00;15,22;
2366,80;1225;0;17;98;33;0,00;15,22;
2366,83;1225;0;17;98;33;0,00;15,22;
2366,86;1225;0;19;98;33;0,00;15,22;
2366,89;1213;0;18;98;33;0,00;15,22;
2366,94;1213;0;17;98;33;0,00;15,22;
2366,96;1213;0;18;98;33;0,00;15,22;
2366,99;1202;0;18;98;33;0,00;15,22;
2367,02;1202;0;17;98;33;0,00;15,22;
2367,05;1202;0;18;98;33;0,00;15,22;
2367,08;1196;0;19;98;33;0,00;15,22;
2367,11;1196;0;17;98;33;0,00;15,22;
2367,16;1196;0;18;98;33;0,00;15,22;
2367,18;1198;0;17;96;33;0,00;15,22;
2367,21;1198;0;20;98;33;0,00;15,22;
2367,24;1198;0;19;98;33;0,00;15,22;
2367,27;1198;0;17;98;33;0,00;15,22;
2367,30;1218;0;17;98;33;0,00;15,22;
2367,33;1218;0;18;98;33;0,00;15,22;
2367,39;1236;0;17;98;33;0,00;15,22;
2367,40;1236;0;17;98;33;0,00;15,22;
2367,43;1236;0;20;98;33;0,00;15,22;
2367,46;1236;0;19;98;33;0,00;15,22;
2367,49;1239;0;17;98;33;0,00;15,22;
2367,52;1239;0;16;98;33;0,00;15,22;
2367,55;1239;0;16;98;33;0,00;15,22;
2367,59;1237;0;17;98;33;0,00;15,22;
2367,61;1237;0;16;96;33;0,00;15,22;
2367,65;1237;0;20;98;33;0,00;15,22;
2367,68;1225;0;18;98;33;0,00;15,22;
2367,71;1225;0;16;98;33;0,00;15,22;
2367,74;1225;0;18;98;33;0,00;15,22;
2367,77;1217;0;17;98;33;0,00;15,22;
2367,81;1217;0;18;98;33;0,00;15,22;
2367,84;1217;0;17;98;33;0,00;15,22;
2367,86;1211;0;17;98;33;0,00;15,22;
2367,90;1211;0;19;98;33;0,00;15,22;
2367,93;1211;0;18;98;33;0,00;15,22;
2367,96;1211;0;17;98;33;0,00;15,22;
2367,99;1214;0;17;98;33;0,00;15,22;
2368,04;1214;0;19;98;33;0,00;15,22;
2368,06;1214;0;18;98;33;0,00;15,22;
2368,08;1217;0;17;98;33;0,00;15,22;
2368,12;1217;0;18;96;33;0,00;15,22;
2368,14;1217;0;19;98;33;0,00;15,22;
2368,18;1221;0;17;98;33;0,00;15,22;
2368,21;1221;0;17;98;33;0,00;15,22;
2368,26;1215;0;17;96;33;0,00;15,22;
2368,29;1215;0;19;98;33;0,00;15,22;
2368,30;1215;0;17;98;33;0,00;15,22;
2368,33;1215;0;17;98;33;0,00;15,22;
2368,36;1207;0;19;98;33;0,00;15,22;
2368,40;1207;0;18;98;33;0,00;15,22;
2368,43;1207;0;17;98;33;0,00;15,22;
2368,48;1205;0;18;96;33;0,00;15,22;
2368,49;1205;0;19;98;33;0,00;15,22;
2368,52;1205;0;18;98;33;0,00;15,22;
2368,55;1205;0;17;98;33;0,00;15,22;
2368,58;1210;0;18;98;33;0,00;15,22;
2368,61;1210;0;20;98;33;0,00;15,22;
2368,65;1216;0;20;98;33;0,00;15,22;
2368,70;1216;0;18;98;33;0,00;15,22;
2368,71;1216;0;18;98;33;0,00;15,22;
2368,74;1216;0;17;98;33;0,00;15,22;
2368,78;1213;0;18;98;33;0,00;15,22;
2368,80;1213;0;18;98;33;0,00;15,22;
2368,84;1213;0;19;98;33;0,00;15,22;
2368,86;1214;0;17;98;33;0,00;15,22;
2368,91;1214;0;17;98;33;0,00;15,22;
2368,93;1214;0;19;98;33;0,00;15,22;
2368,96;1218;0;19;98;33;0,00;15,22;
2368,99;1218;0;19;98;33;0,00;15,22;
2369,02;1218;0;17;98;33;0,00;15,22;
2369,05;1233;0;17;98;33;0,00;15,22;
2369,08;1233;0;17;98;33;0,00;15,22;
2369,13;1233;0;17;98;33;0,00;15,22;
2369,15;1228;0;17;98;33;0,00;15,22;
2369,18;1228;0;18;98;33;0,00;15,22;
2369,21;1228;0;18;98;33;0,00;15,22;
2369,24;1228;0;17;98;33;0,00;15,22;
2369,27;1214;0;18;98;33;0,00;15,22;
2369,30;1214;0;18;98;33;0,00;15,22;
2369,35;1214;0;18;98;33;0,00;15,22;
2369,37;1204;0;17;98;33;0,00;15,22;
2369,40;1204;0;18;98;33;0,00;15,22;
2369,43;1204;0;20;98;33;0,00;15,22;
2369,46;1208;0;18;98;33;0,00;15,22;
2369,49;1208;0;17;98;33;0,00;15,22;
2369,52;1225;0;19;98;33;0,00;15,22;
2369,58;1225;0;17;98;33;0,00;15,22;
2369,59;1225;0;17;98;33;0,00;15,22;
2369,61;1225;0;17;98;33;0,00;15,22;
2369,65;1227;0;19;98;33;0,00;15,22;
2369,68;1227;0;16;98;33;0,00;15,22;
2369,71;1227;0;17;98;33;0,00;15,22;
2369,74;1213;0;17;98;33;0,00;15,22;
2369,79;1213;0;17;98;33;0,00;15,22;
2369,82;1213;0;19;98;33;0,00;15,22;
2369,83;1213;0;17;96;33;0,00;15,22;
2369,86;1198;0;18;98;33;0,00;15,22;
2369,90;1198;0;20;98;33;0,00;15,22;
2369,93;1198;0;18;98;33;0,00;15,22;
2369,96;1210;0;17;98;33;0,00;15,22;
2370,01;1210;0;20;98;33;0,00;15,22;
2370,02;1210;0;20;98;33;0,00;15,22;
2370,05;1227;0;17;98;33;0,00;15,22;
2370,08;1227;0;16;98;33;0,00;15,22;
2370,11;1227;0;20;98;33;0,00;15,22;
2370,15;1229;0;18;98;33;0,00;15,22;
2370,18;1229;0;19;98;33;0,00;15,22;
2370,23;1229;0;19;98;33;0,00;15,22;
2370,25;1232;0;18;98;33;0,00;15,22;
2370,28;1232;0;18;98;33;0,00;15,22;
2370,30;1232;0;17;98;33;0,00;15,22;
2370,33;1226;0;19;98;33;0,00;15,22;
2370,36;1226;0;18;98;33;0,00;15,22;
2370,40;1226;0;17;98;33;0,00;15,22;
2370,45;1224;0;18;98;33;0,00;15,22;
2370,47;1224;0;18;98;33;0,00;15,22;
2370,49;1224;0;17;98;33;0,00;15,22;
2370,52;1227;0;17;98;33;0,00;15,22;
2370,55;1227;0;18;98;33;0,00;15,22;
2370,58;1227;0;19;98;33;0,00;15,22;
2370,61;1231;0;19;98;33;0,00;15,22;
2370,66;1231;0;18;98;33;0,00;15,22;
2370,68;1231;0;18;98;33;0,00;15,22;
2370,71;1231;0;17;98;33;0,00;15,22;
2370,74;1237;0;17;98;33;0,00;15,22;
2370,77;1237;0;18;98;33;0,00;15,22;
2370,80;1237;0;19;98;33;0,00;15,22;
2370,83;1221;0;17;98;33;0,00;15,22;
2370,89;1221;0;20;98;33;0,00;15,22;
2370,91;1221;0;19;98;33;0,00;15,22;
2370,93;1207;0;19;98;33;0,00;15,22;
2370,96;1207;0;17;98;33;0,00;15,22;
2370,99;1207;0;17;98;33;0,00;15,22;
2371,02;1196;0;18;98;33;0,00;15,22;
2371,05;1196;0;17;98;33;0,00;15,22;
2371,10;1196;0;18;98;33;0,00;15,22;
2371,11;1202;0;17;98;33;0,00;15,22;
2371,14;1202;0;20;98;33;0,00;15,22;
2371,18;1202;0;19;98;33;0,00;15,22;
2371,21;1202;0;17;98;33;0,00;15,22;
2371,24;1229;0;18;98;33;0,00;15,22;
2371,27;1229;0;17;98;33;0,00;15,22;
2371,31;1229;0;17;98;33;0,00;15,22;
2371,34;1245;0;17;98;33;0,00;15,22;
2371,36;1245;0;20;98;33;0,00;15,22;
2371,40;1245;0;18;98;33;0,00;15,22;
2371,43;1245;0;17;92;33;0,00;15,22;
2371,46;1245;0;17;98;33;0,00;15,22;
2371,49;1236;0;20;98;33;0,00;15,22;
2371,54;1236;0;18;98;33;0,00;15,22;
2371,56;1236;0;16;98;33;0,00;15,22;
2371,58;1236;0;20;96;33;0,00;15,22;
2371,62;1232;0;18;96;33;0,00;15,22;
